Tỉnh,Ngày,Giờ,Nhiệt độ hiện tại," Trời",Nhiệt độ cao/thấp nhất,Độ ẩm,Tầm Nhìn,Sức gió,Điểm Ngưng,Chỉ số UV,Chất lượng không khí
Vĩnh Phúc,18/11/2022,19:59,27°,Mây cụm,22°/30°,78%,10 km,3.52 km/giờ,23 °C,0,Rất kém
Bắc Ninh,18/11/2022,19:59,27°,Nhiều mây,22°/31°,78%,10 km,4.8 km/giờ,23 °C,0,Kém
Hải Dương,18/11/2022,19:59,26°,Mây cụm,22°/31°,83%,10 km,4.26 km/giờ,23 °C,0,Kém
Hải Phòng,18/11/2022,19:59,26°,Mây cụm,22°/31°,89%,10 km,2.57 km/giờ,24 °C,0,Kém
Hưng Yên,18/11/2022,19:59,26°,Mây cụm,22°/31°,82%,10 km,3.29 km/giờ,23 °C,0,Kém
Thái Bình,18/11/2022,19:59,26°,Bầu trời quang đãng,23°/29°,83%,10 km,3.6 km/giờ,23 °C,0,Kém
Hà Nam,18/11/2022,19:59,26°,Mây cụm,23°/31°,82%,10 km,3.06 km/giờ,23 °C,0,Kém
Nam Định,18/11/2022,19:59,26°,Mây thưa,23°/30°,83%,10 km,3.16 km/giờ,23 °C,0,Rất kém
Ninh Bình,18/11/2022,19:59,25°,Bầu trời quang đãng,23°/29°,84%,10 km,2.01 km/giờ,23 °C,0,Kém
Thanh Hóa,18/11/2022,19:59,25°,Bầu trời quang đãng,23°/28°,89%,10 km,1.62 km/giờ,23 °C,0,Trung bình
Nghệ An,18/11/2022,19:59,25°,Mây cụm,23°/28°,89%,10 km,2.52 km/giờ,24 °C,0,Khá
Hà Tĩnh,18/11/2022,19:59,25°,Mây cụm,23°/28°,90%,10 km,2.27 km/giờ,23 °C,0,Khá
Quảng Bình,18/11/2022,19:59,24°,Mây rải rác,22°/29°,96%,10 km,1.08 km/giờ,23 °C,0,Khá
Quảng Trị,18/11/2022,19:59,24°,Mây rải rác,22°/29°,93%,10 km,1.66 km/giờ,23 °C,0,Khá
Thừa Thiên Huế,18/11/2022,19:59,26°,Mây rải rác,22°/29°,89%,10 km,2.57 km/giờ,24 °C,0,Khá
"Đà Nẵng",18/11/2022,19:59,27°,Mây thưa,24°/28°,78%,10 km,1.03 km/giờ,23 °C,0,Tốt
Quảng Nam,18/11/2022,19:59,25°,Nhiều mây,23°/28°,88%,10 km,1.2 km/giờ,23 °C,0,Khá
Quảng Ngãi,18/11/2022,19:59,25°,Nhiều mây,22°/28°,91%,10 km,1.83 km/giờ,23 °C,0,Khá
Bình Định,18/11/2022,19:59,25°,Nhiều mây,24°/27°,89%,10 km,4.97 km/giờ,23 °C,0,Tốt
Phú Yên,18/11/2022,19:59,22°,Nhiều mây,21°/25°,97%,10 km,1.35 km/giờ,22 °C,0,Tốt
Khánh Hòa,18/11/2022,19:59,27°,Nhiều mây,22°/27°,94%,10 km,1.73 km/giờ,26 °C,0,Tốt
Ninh Thuận,18/11/2022,19:59,25°,Nhiều mây,22°/26°,86%,10 km,3.42 km/giờ,23 °C,0,Tốt
Bình Thuận,18/11/2022,19:59,23°,Nhiều mây,21°/25°,91%,10 km,1.09 km/giờ,22 °C,0,Tốt
Kon Tum,18/11/2022,19:59,21°,Nhiều mây,19°/30°,92%,10 km,1.63 km/giờ,19 °C,0,Tốt
Gia Lai,18/11/2022,19:59,21°,Nhiều mây,19°/26°,98%,10 km,1.33 km/giờ,21 °C,0,Tốt
"Đắk Lắk",18/11/2022,19:59,21°,Nhiều mây,19°/23°,89%,10 km,2.86 km/giờ,20 °C,0,Tốt
"Đắk Nông",18/11/2022,19:59,21°,Nhiều mây,19°/23°,89%,10 km,2.86 km/giờ,20 °C,0,Tốt
Lâm Đồng,18/11/2022,19:59,20°,Nhiều mây,18°/23°,95%,10 km,1.69 km/giờ,19 °C,0,Tốt
Bình Phước,18/11/2022,19:59,24°,Nhiều mây,20°/29°,94%,10 km,0.77 km/giờ,23 °C,0,Tốt
Tây Ninh,18/11/2022,19:59,26°,Nhiều mây,22°/30°,87%,10 km,2.95 km/giờ,24 °C,0,Khá
Bình Dương,18/11/2022,19:59,28°,Mây rải rác,22°/29°,89%,7 km,2.57 km/giờ,26 °C,0,Rất kém
"Đồng Nai",18/11/2022,19:59,28°,Nhiều mây,22°/29°,88%,10 km,1.99 km/giờ,26 °C,0,Rất kém
Bà Rịa - Vũng Tàu,18/11/2022,19:59,25°,Nhiều mây,22°/29°,88%,10 km,2.81 km/giờ,23 °C,0,Kém
Hồ Chí Minh,18/11/2022,19:59,28°,Mây rải rác,22°/29°,89%,7 km,2.57 km/giờ,26 °C,0,Rất kém
Long An,18/11/2022,19:59,25°,Nhiều mây,22°/29°,90%,10 km,2.54 km/giờ,23 °C,0,Rất kém
Tiền Giang,18/11/2022,19:59,25°,Nhiều mây,22°/28°,89%,10 km,1.97 km/giờ,23 °C,0,Rất kém
Bến Tre,18/11/2022,19:59,25°,Nhiều mây,22°/28°,87%,10 km,1.95 km/giờ,23 °C,0,Rất kém
Trà Vinh,18/11/2022,19:59,26°,Mưa nhẹ,22°/29°,86%,10 km,2.37 km/giờ,23 °C,0,Khá
Vĩnh Long,18/11/2022,19:59,24°,Mưa nhẹ,22°/29°,87%,10 km,2.38 km/giờ,21 °C,0,Rất kém
"Đồng Tháp",18/11/2022,19:59,24°,Mưa nhẹ,22°/29°,84%,10 km,3.29 km/giờ,20 °C,0,Rất kém
An Giang,18/11/2022,20:00,24°,Mưa nhẹ,22°/29°,84%,10 km,3.18 km/giờ,21 °C,0,Rất kém
Kiên Giang,18/11/2022,20:00,26°,Mưa nhẹ,23°/27°,83%,10 km,3.58 km/giờ,23 °C,0,Kém
Cần Thơ,18/11/2022,20:00,24°,Mây cụm,22°/28°,100%,10 km,0 km/giờ,24 °C,0,Rất kém
Hậu Giang,18/11/2022,20:00,24°,Nhiều mây,22°/27°,89%,10 km,2.57 km/giờ,22 °C,0,Rất kém
Sóc Trăng,18/11/2022,20:00,25°,Nhiều mây,22°/26°,87%,10 km,2.9 km/giờ,23 °C,0,Rất kém
Bạc Liêu,18/11/2022,20:00,26°,Nhiều mây,22°/26°,86%,10 km,4.84 km/giờ,24 °C,0,Kém
Cà Mau,18/11/2022,20:00,25°,Mưa nhẹ,22°/25°,91%,10 km,2.11 km/giờ,23 °C,0,Kém
