Tỉnh,Ngày,Giờ,Nhiệt độ hiện tại," Trời",Nhiệt độ cao/thấp nhất,Độ ẩm,Tầm Nhìn,Sức gió,Điểm Ngưng,Chỉ số UV,Chất lượng không khí
Hà Nội,18/11/2022,18:03,28°,Bầu trời quang đãng,22°/30°,74%,10 km,4.63 km/giờ,23 °C,0,Rất kém
Vĩnh Phúc,18/11/2022,18:03,28°,Nhiều mây,22°/30°,75%,10 km,2.37 km/giờ,24 °C,0,Rất kém
Bắc Ninh,18/11/2022,18:03,28°,Nhiều mây,22°/31°,69%,10 km,4.48 km/giờ,23 °C,0,Rất kém
Hải Dương,18/11/2022,18:03,27°,Mây cụm,22°/31°,76%,10 km,4.72 km/giờ,22 °C,0,Kém
Hải Phòng,18/11/2022,18:03,27°,Mây thưa,22°/31°,83%,10 km,4.63 km/giờ,24 °C,0,Kém
Hưng Yên,18/11/2022,18:03,27°,Mây cụm,22°/31°,74%,10 km,3.59 km/giờ,22 °C,0,Kém
Thái Bình,18/11/2022,18:03,26°,Mây rải rác,23°/29°,80%,10 km,3.85 km/giờ,23 °C,0,Kém
Hà Nam,18/11/2022,18:03,27°,Mây cụm,22°/30°,74%,10 km,3.37 km/giờ,22 °C,0,Kém
Nam Định,18/11/2022,18:03,27°,Mây rải rác,23°/30°,77%,10 km,3.52 km/giờ,22 °C,0,Kém
Ninh Bình,18/11/2022,18:03,26°,Mây rải rác,23°/29°,79%,10 km,2.87 km/giờ,22 °C,0,Trung bình
Thanh Hóa,18/11/2022,18:03,25°,Mây rải rác,23°/28°,86%,10 km,2.17 km/giờ,23 °C,0,Khá
Nghệ An,18/11/2022,18:03,26°,Mây rải rác,23°/28°,88%,10 km,3.2 km/giờ,24 °C,0,Khá
Hà Tĩnh,18/11/2022,18:03,25°,Mây rải rác,23°/28°,89%,10 km,2.59 km/giờ,23 °C,0,Khá
Quảng Bình,18/11/2022,18:03,24°,Mây rải rác,22°/28°,95%,10 km,1.36 km/giờ,23 °C,0,Tốt
Quảng Trị,18/11/2022,18:03,25°,Mây cụm,24°/30°,92%,10 km,1.76 km/giờ,23 °C,0,Khá
Thừa Thiên Huế,18/11/2022,18:03,27°,Mây rải rác,23°/29°,83%,10 km,4.12 km/giờ,24 °C,0,Khá
"Đà Nẵng",18/11/2022,18:03,27°,Mây thưa,24°/29°,78%,10 km,2.06 km/giờ,23 °C,0,Tốt
Quảng Nam,18/11/2022,18:03,25°,Nhiều mây,23°/29°,88%,10 km,0.79 km/giờ,23 °C,0,Tốt
Quảng Ngãi,18/11/2022,18:03,25°,Nhiều mây,23°/29°,90%,10 km,2.02 km/giờ,23 °C,0,Khá
Bình Định,18/11/2022,18:03,26°,Nhiều mây,24°/26°,89%,10 km,4.87 km/giờ,24 °C,0,Tốt
Phú Yên,18/11/2022,18:03,23°,Nhiều mây,21°/24°,95%,10 km,1.48 km/giờ,22 °C,0,Tốt
Khánh Hòa,18/11/2022,18:03,27°,Nhiều mây,22°/27°,92%,10 km,1.88 km/giờ,26 °C,0,Tốt
Ninh Thuận,18/11/2022,18:03,26°,Mây cụm,22°/27°,82%,10 km,4.42 km/giờ,23 °C,0,Tốt
Bình Thuận,18/11/2022,18:03,25°,Mưa nhẹ,20°/25°,82%,10 km,0.43 km/giờ,21 °C,0,Tốt
Kon Tum,18/11/2022,18:03,23°,Nhiều mây,18°/30°,80%,10 km,2 km/giờ,19 °C,0,Tốt
Gia Lai,18/11/2022,18:03,22°,Nhiều mây,19°/25°,96%,10 km,1.69 km/giờ,21 °C,0,Tốt
"Đắk Lắk",18/11/2022,18:03,23°,Nhiều mây,19°/23°,81%,10 km,2.98 km/giờ,19 °C,0,Tốt
"Đắk Nông",18/11/2022,18:03,23°,Nhiều mây,19°/23°,81%,10 km,2.98 km/giờ,19 °C,0,Tốt
Lâm Đồng,18/11/2022,18:03,20°,Nhiều mây,17°/20°,91%,10 km,1.63 km/giờ,19 °C,0,Tốt
Bình Phước,18/11/2022,18:03,25°,Nhiều mây,21°/29°,91%,10 km,0.22 km/giờ,23 °C,0,Tốt
Tây Ninh,18/11/2022,18:03,28°,Nhiều mây,22°/30°,75%,10 km,1.73 km/giờ,23 °C,0,Tốt
Bình Dương,18/11/2022,18:03,29°,Mây cụm,22°/29°,84%,10 km,2.06 km/giờ,26 °C,0,Kém
"Đồng Nai",18/11/2022,18:03,29°,Nhiều mây,22°/29°,88%,10 km,3.06 km/giờ,27 °C,0,Kém
Bà Rịa - Vũng Tàu,18/11/2022,18:03,25°,Nhiều mây,22°/27°,88%,10 km,2.35 km/giờ,23 °C,0,Khá
Hồ Chí Minh,18/11/2022,18:03,29°,Mây cụm,22°/30°,84%,10 km,2.06 km/giờ,26 °C,0,Rất kém
Long An,18/11/2022,18:03,26°,Nhiều mây,22°/30°,85%,10 km,2.92 km/giờ,24 °C,0,Kém
Tiền Giang,18/11/2022,18:03,25°,Nhiều mây,22°/30°,88%,10 km,1.93 km/giờ,23 °C,0,Rất kém
Bến Tre,18/11/2022,18:03,26°,Nhiều mây,22°/30°,86%,10 km,1.59 km/giờ,23 °C,0,Rất kém
Trà Vinh,18/11/2022,18:03,26°,Nhiều mây,22°/28°,84%,10 km,2.13 km/giờ,23 °C,0,Khá
Vĩnh Long,18/11/2022,18:03,24°,Nhiều mây,22°/31°,86%,10 km,2.8 km/giờ,22 °C,0,Rất kém
"Đồng Tháp",18/11/2022,18:03,24°,Nhiều mây,22°/31°,74%,10 km,3.33 km/giờ,19 °C,0,Kém
An Giang,18/11/2022,18:03,24°,Nhiều mây,22°/31°,74%,10 km,2.93 km/giờ,19 °C,0,Kém
Kiên Giang,18/11/2022,18:03,27°,Nhiều mây,22°/28°,79%,10 km,2.76 km/giờ,23 °C,0,Kém
Cần Thơ,18/11/2022,18:03,24°,Mây cụm,22°/29°,100%,10 km,1.54 km/giờ,24 °C,0,Rất kém
Hậu Giang,18/11/2022,18:03,24°,Nhiều mây,22°/29°,85%,10 km,3.28 km/giờ,21 °C,0,Rất kém
Sóc Trăng,18/11/2022,18:03,26°,Nhiều mây,22°/29°,87%,10 km,2.82 km/giờ,23 °C,0,Rất kém
Bạc Liêu,18/11/2022,18:03,26°,Mưa nhẹ,22°/28°,84%,10 km,4.53 km/giờ,23 °C,0,Kém
Cà Mau,18/11/2022,18:03,25°,Nhiều mây,22°/28°,89%,10 km,2.71 km/giờ,23 °C,0,Kém
