Tỉnh,Ngày,Giờ,Nhiệt độ hiện tại," Trời",Nhiệt độ cao/thấp nhất,Độ ẩm,Tầm Nhìn,Sức gió,Điểm Ngưng,Chỉ số UV,Chất lượng không khí
Hà Nam,01/11/2022,09:13,25°,Nhiều mây,18°/30°,49%,10 km,6.22 km/giờ,13 °C,0,Kém
Nam Định,01/11/2022,09:13,25°,Nhiều mây,18°/29°,47%,10 km,7.54 km/giờ,13 °C,2.66,Trung bình
Ninh Bình,01/11/2022,09:13,24°,Nhiều mây,18°/30°,51%,10 km,6.68 km/giờ,14 °C,0,Kém
Thanh Hóa,01/11/2022,09:13,24°,Nhiều mây,17°/29°,57%,10 km,5.97 km/giờ,15 °C,0,Trung bình
Nghệ An,01/11/2022,09:13,24°,Mây cụm,18°/27°,60%,10 km,6.55 km/giờ,16 °C,2.77,Trung bình
Hà Tĩnh,01/11/2022,09:13,24°,Nhiều mây,18°/27°,63%,10 km,6.45 km/giờ,17 °C,2.83,Trung bình
Quảng Bình,01/11/2022,09:13,23°,Nhiều mây,17°/27°,75%,10 km,4.08 km/giờ,18 °C,0,Kém
Quảng Trị,01/11/2022,09:13,25°,Nhiều mây,17°/26°,69%,10 km,5.82 km/giờ,19 °C,3.52,Kém
Thừa Thiên Huế,01/11/2022,09:13,26°,Mây cụm,17°/26°,65%,10 km,4.12 km/giờ,19 °C,0,Kém
"Đà Nẵng",01/11/2022,09:13,28°,Mây rải rác,20°/28°,54%,10 km,6.69 km/giờ,18 °C,3.31,Kém
Quảng Nam,01/11/2022,09:13,25°,Nhiều mây,19°/27°,67%,10 km,4.48 km/giờ,19 °C,0,Kém
Quảng Ngãi,01/11/2022,09:13,25°,Nhiều mây,19°/27°,67%,10 km,5.5 km/giờ,19 °C,0,Kém
Bình Định,01/11/2022,09:13,25°,Nhiều mây,21°/27°,66%,10 km,3.58 km/giờ,18 °C,0,Kém
Phú Yên,01/11/2022,09:13,24°,Nhiều mây,19°/27°,76%,10 km,0.91 km/giờ,19 °C,2.25,Kém
Khánh Hòa,01/11/2022,09:13,27°,Nhiều mây,21°/28°,66%,10 km,0.51 km/giờ,20 °C,3.88,Khá
Ninh Thuận,01/11/2022,09:13,27°,Nhiều mây,22°/28°,72%,10 km,0.75 km/giờ,21 °C,0,Khá
Bình Thuận,01/11/2022,09:13,26°,Nhiều mây,20°/29°,76%,10 km,1.13 km/giờ,21 °C,0,Trung bình
Kon Tum,01/11/2022,09:13,22°,Nhiều mây,16°/27°,66%,10 km,1.05 km/giờ,15 °C,3.69,Trung bình
Gia Lai,01/11/2022,09:13,23°,Nhiều mây,17°/27°,63%,10 km,1.23 km/giờ,16 °C,4.09,Khá
"Đắk Lắk",01/11/2022,09:13,23°,Nhiều mây,17°/28°,72%,10 km,0.5 km/giờ,17 °C,3.51,Khá
"Đắk Nông",01/11/2022,09:13,23°,Nhiều mây,17°/28°,72%,10 km,0.5 km/giờ,17 °C,3.51,Khá
Lâm Đồng,01/11/2022,09:13,24°,Nhiều mây,17°/27°,64%,10 km,0.44 km/giờ,17 °C,0,Khá
Bình Phước,01/11/2022,09:13,26°,Nhiều mây,20°/30°,74%,10 km,0.51 km/giờ,21 °C,0,Kém
Tây Ninh,01/11/2022,09:13,26°,Nhiều mây,23°/30°,77%,10 km,1.97 km/giờ,22 °C,0,Kém
Bình Dương,01/11/2022,09:13,28°,Bầu trời quang đãng,23°/30°,78%,10 km,2.57 km/giờ,24 °C,0,Rất kém
"Đồng Nai",01/11/2022,09:13,28°,Nhiều mây,23°/30°,79%,10 km,0.7 km/giờ,24 °C,3.87,Rất kém
Bà Rịa - Vũng Tàu,01/11/2022,09:13,27°,Nhiều mây,22°/28°,78%,10 km,0.82 km/giờ,23 °C,3.99,Rất kém
Hồ Chí Minh,01/11/2022,09:13,28°,Bầu trời quang đãng,23°/30°,78%,10 km,2.57 km/giờ,24 °C,0,Rất kém
Long An,01/11/2022,09:13,27°,Nhiều mây,23°/30°,74%,10 km,2.55 km/giờ,22 °C,0,Rất kém
Tiền Giang,01/11/2022,09:13,28°,Nhiều mây,23°/30°,69%,10 km,1.65 km/giờ,22 °C,3.55,Rất kém
Bến Tre,01/11/2022,09:13,29°,Nhiều mây,23°/31°,67%,10 km,1.47 km/giờ,22 °C,0,Rất kém
Trà Vinh,01/11/2022,09:13,28°,Nhiều mây,23°/30°,68%,10 km,1.78 km/giờ,22 °C,3.84,Rất kém
Vĩnh Long,01/11/2022,09:13,28°,Nhiều mây,23°/32°,67%,10 km,2.83 km/giờ,21 °C,0,Rất kém
"Đồng Tháp",01/11/2022,09:13,28°,Nhiều mây,23°/31°,70%,10 km,4.37 km/giờ,22 °C,0,Rất kém
An Giang,01/11/2022,09:13,28°,Nhiều mây,23°/31°,66%,10 km,4.97 km/giờ,21 °C,3.96,Rất kém
Kiên Giang,01/11/2022,09:13,27°,Nhiều mây,23°/30°,71%,10 km,4.7 km/giờ,21 °C,3.01,Rất kém
Cần Thơ,01/11/2022,09:13,28°,Mây thưa,23°/31°,74%,8 km,2.06 km/giờ,23 °C,0,Rất kém
Hậu Giang,01/11/2022,09:13,28°,Nhiều mây,22°/30°,72%,10 km,3.98 km/giờ,22 °C,0,Rất kém
Sóc Trăng,01/11/2022,09:13,27°,Nhiều mây,23°/30°,76%,10 km,2.14 km/giờ,23 °C,3.16,Rất kém
Bạc Liêu,01/11/2022,09:13,27°,Mây cụm,23°/30°,75%,10 km,3.22 km/giờ,23 °C,4.21,Rất kém
Cà Mau,01/11/2022,09:13,28°,Nhiều mây,23°/32°,68%,10 km,3.23 km/giờ,22 °C,0,Rất kém
