Tỉnh,Ngày,Giờ,Nhiệt độ hiện tại," Trời",Nhiệt độ cao/thấp nhất,Độ ẩm,Tầm Nhìn,Sức gió,Điểm Ngưng,Chỉ số UV,Chất lượng không khí
Hà Nội,01/10/2022,09:18,26°,Mây cụm,23°/28°,94%,10 km,3.09 km/giờ,25 °C,0.65,Kém
Vĩnh Phúc,01/10/2022,09:18,26°,Nhiều mây,23°/28°,89%,10 km,1.16 km/giờ,24 °C,0,Trung bình
Bắc Ninh,01/10/2022,09:18,26°,Nhiều mây,23°/28°,95%,10 km,1.67 km/giờ,25 °C,0,Kém
Hải Dương,01/10/2022,09:18,25°,Mưa vừa,23°/28°,95%,10 km,0.98 km/giờ,24 °C,0,Trung bình
Hải Phòng,01/10/2022,09:18,25°,Mưa vừa,24°/29°,100%,10 km,2.06 km/giờ,25 °C,0,Khá
Hưng Yên,01/10/2022,09:18,24°,Mưa nhẹ,23°/26°,96%,10 km,1.35 km/giờ,23 °C,0,Trung bình
Thái Bình,01/10/2022,09:18,24°,Mưa vừa,24°/26°,94%,10 km,1.62 km/giờ,23 °C,0,Trung bình
Hà Nam,01/10/2022,09:18,24°,Mưa nhẹ,23°/26°,96%,10 km,1.26 km/giờ,24 °C,0,Kém
Nam Định,01/10/2022,09:18,24°,Mưa nhẹ,23°/26°,96%,10 km,1.8 km/giờ,24 °C,0,Kém
Ninh Bình,01/10/2022,09:18,24°,Nhiều mây,23°/26°,97%,10 km,2.09 km/giờ,24 °C,0,Kém
Thanh Hóa,01/10/2022,09:18,26°,Nhiều mây,23°/26°,91%,10 km,1.93 km/giờ,24 °C,0,Kém
Nghệ An,01/10/2022,09:18,27°,Mưa nhẹ,23°/28°,86%,10 km,2.11 km/giờ,25 °C,0.72,Khá
Hà Tĩnh,01/10/2022,09:18,26°,Mưa vừa,23°/28°,88%,10 km,0.87 km/giờ,24 °C,1.84,Kém
Quảng Bình,01/10/2022,09:18,26°,Nhiều mây,23°/26°,93%,10 km,0.57 km/giờ,25 °C,0,Tốt
Quảng Trị,01/10/2022,09:18,27°,Nhiều mây,23°/28°,86%,10 km,0.85 km/giờ,24 °C,0,Tốt
Thừa Thiên Huế,01/10/2022,09:18,27°,Mưa nhẹ,23°/29°,89%,10 km,0.51 km/giờ,25 °C,0,Tốt
"Đà Nẵng",01/10/2022,09:18,28°,Mây rải rác,25°/29°,83%,10 km,1.03 km/giờ,25 °C,0,Trung bình
Quảng Nam,01/10/2022,09:18,26°,Nhiều mây,23°/30°,86%,10 km,0.91 km/giờ,24 °C,0,Tốt
Quảng Ngãi,01/10/2022,09:18,28°,Nhiều mây,23°/30°,79%,10 km,0.41 km/giờ,24 °C,4.4,Khá
Bình Định,01/10/2022,09:18,26°,Nhiều mây,25°/28°,87%,10 km,1.68 km/giờ,24 °C,1.39,Tốt
Phú Yên,01/10/2022,09:18,23°,Nhiều mây,22°/28°,98%,10 km,1.45 km/giờ,22 °C,0,Tốt
Khánh Hòa,01/10/2022,09:19,29°,Nhiều mây,23°/30°,93%,10 km,1.23 km/giờ,28 °C,0,Tốt
Ninh Thuận,01/10/2022,09:19,27°,Nhiều mây,24°/30°,84%,10 km,1.01 km/giờ,24 °C,0,Khá
Bình Thuận,01/10/2022,09:19,27°,Nhiều mây,22°/30°,73%,10 km,1.25 km/giờ,21 °C,0,Tốt
Kon Tum,01/10/2022,09:19,24°,Nhiều mây,19°/27°,89%,10 km,0.63 km/giờ,22 °C,0,Tốt
Gia Lai,01/10/2022,09:19,23°,Nhiều mây,20°/27°,93%,10 km,1.56 km/giờ,22 °C,2,Tốt
"Đắk Lắk",01/10/2022,09:19,22°,Nhiều mây,20°/27°,97%,10 km,0.43 km/giờ,21 °C,0,Khá
"Đắk Nông",01/10/2022,09:19,22°,Nhiều mây,20°/27°,97%,10 km,0.43 km/giờ,21 °C,0,Khá
Lâm Đồng,01/10/2022,09:19,22°,Nhiều mây,18°/27°,89%,10 km,0.73 km/giờ,20 °C,2.96,Khá
Bình Phước,01/10/2022,09:19,26°,Nhiều mây,22°/30°,85%,10 km,1.24 km/giờ,24 °C,1.88,Kém
Tây Ninh,01/10/2022,09:19,29°,Mây cụm,24°/30°,74%,10 km,2.1 km/giờ,24 °C,0,Khá
Bình Dương,01/10/2022,09:19,29°,Mây cụm,24°/30°,79%,10 km,3.6 km/giờ,25 °C,4.25,Trung bình
"Đồng Nai",01/10/2022,09:19,29°,Nhiều mây,24°/30°,87%,10 km,1.12 km/giờ,27 °C,0,Rất kém
Bà Rịa - Vũng Tàu,01/10/2022,09:19,26°,Nhiều mây,23°/30°,86%,10 km,1.36 km/giờ,24 °C,1.94,Khá
Hồ Chí Minh,01/10/2022,09:19,29°,Mây cụm,24°/31°,79%,10 km,3.6 km/giờ,25 °C,0,Kém
Long An,01/10/2022,09:19,28°,Nhiều mây,24°/30°,78%,10 km,2.94 km/giờ,24 °C,0,Khá
Tiền Giang,01/10/2022,09:19,28°,Nhiều mây,23°/30°,78%,10 km,2.44 km/giờ,24 °C,3.42,Khá
Bến Tre,01/10/2022,09:19,28°,Nhiều mây,23°/30°,80%,10 km,2.24 km/giờ,24 °C,3.42,Khá
Trà Vinh,01/10/2022,09:19,27°,Nhiều mây,24°/30°,85%,10 km,2.18 km/giờ,24 °C,0,Khá
Vĩnh Long,01/10/2022,09:19,27°,Nhiều mây,23°/30°,70%,10 km,4.08 km/giờ,21 °C,0,Tốt
"Đồng Tháp",01/10/2022,09:19,27°,Nhiều mây,24°/31°,76%,10 km,4.31 km/giờ,23 °C,0,Khá
An Giang,01/10/2022,09:19,27°,Nhiều mây,24°/31°,74%,10 km,4.74 km/giờ,22 °C,4.1,Khá
Kiên Giang,01/10/2022,09:19,29°,Nhiều mây,24°/29°,73%,10 km,4.97 km/giờ,23 °C,0,Tốt
Cần Thơ,01/10/2022,09:19,27°,Mây cụm,24°/30°,89%,10 km,3.6 km/giờ,25 °C,2.95,Tốt
Hậu Giang,01/10/2022,09:19,27°,Nhiều mây,24°/30°,73%,10 km,3.74 km/giờ,23 °C,0,Tốt
Sóc Trăng,01/10/2022,09:19,28°,Nhiều mây,24°/30°,77%,10 km,3.4 km/giờ,24 °C,3.69,Tốt
Bạc Liêu,01/10/2022,09:19,28°,Nhiều mây,25°/29°,75%,10 km,4.15 km/giờ,24 °C,0,Tốt
Cà Mau,01/10/2022,09:19,28°,Nhiều mây,24°/30°,77%,10 km,2.91 km/giờ,24 °C,4.37,Tốt
