Tỉnh,Ngày,Giờ,Nhiệt độ hiện tại," Trời",Nhiệt độ cao/thấp nhất,Độ ẩm,Tầm Nhìn,Sức gió,Điểm Ngưng,Chỉ số UV,Chất lượng không khí
"Đắk Lắk",02/10/2022,18:15,21°,Nhiều mây,20°/28°,98%,8.25 km,1.73 km/giờ,21 °C,0,Tốt
"Đắk Nông",02/10/2022,18:15,21°,Nhiều mây,20°/28°,98%,8.25 km,1.73 km/giờ,21 °C,0,Tốt
Lâm Đồng,02/10/2022,18:15,20°,Nhiều mây,18°/28°,98%,10 km,0.11 km/giờ,20 °C,0,Tốt
Bình Phước,02/10/2022,18:15,23°,Mưa vừa,21°/32°,96%,10 km,1.05 km/giờ,22 °C,0,Tốt
Tây Ninh,02/10/2022,18:15,25°,Mưa cường độ nặng,23°/31°,89%,10 km,2.11 km/giờ,23 °C,0,Khá
Bình Dương,02/10/2022,18:15,29°,Mưa vừa,24°/31°,79%,10 km,3.09 km/giờ,25 °C,0,Kém
"Đồng Nai",02/10/2022,18:15,29°,Mưa vừa,24°/31°,88%,10 km,1.15 km/giờ,27 °C,0,Khá
Bà Rịa - Vũng Tàu,02/10/2022,18:15,25°,Nhiều mây,24°/30°,88%,10 km,1.33 km/giờ,23 °C,0,Tốt
Hồ Chí Minh,02/10/2022,18:15,29°,Mưa vừa,24°/31°,79%,10 km,3.09 km/giờ,25 °C,0,Kém
Long An,02/10/2022,18:15,25°,Mưa cường độ nặng,24°/31°,91%,10 km,1.29 km/giờ,24 °C,0,Kém
Tiền Giang,02/10/2022,18:15,26°,Mưa nhẹ,24°/30°,92%,10 km,1.11 km/giờ,24 °C,0,Kém
Bến Tre,02/10/2022,18:15,25°,Mưa nhẹ,24°/30°,93%,10 km,1.32 km/giờ,24 °C,0,Kém
Trà Vinh,02/10/2022,18:15,26°,Nhiều mây,24°/31°,90%,10 km,2.06 km/giờ,24 °C,0,Kém
Vĩnh Long,02/10/2022,18:15,27°,Mưa nhẹ,24°/31°,89%,10 km,0.96 km/giờ,24 °C,0,Trung bình
"Đồng Tháp",02/10/2022,18:15,27°,Mưa vừa,24°/31°,89%,10 km,1.52 km/giờ,25 °C,0,Kém
An Giang,02/10/2022,18:15,27°,Mưa vừa,25°/31°,89%,10 km,1.83 km/giờ,25 °C,0,Khá
Kiên Giang,02/10/2022,18:15,26°,Mưa nhẹ,25°/31°,86%,10 km,2.49 km/giờ,24 °C,0,Tốt
Cần Thơ,02/10/2022,18:15,27°,Mưa nhẹ,24°/31°,89%,10 km,0.51 km/giờ,25 °C,0,Khá
Hậu Giang,02/10/2022,18:15,27°,Mưa vừa,24°/31°,92%,10 km,1.51 km/giờ,26 °C,0,Khá
Sóc Trăng,02/10/2022,18:15,26°,Mưa nhẹ,24°/31°,89%,10 km,1.63 km/giờ,24 °C,0,Khá
Bạc Liêu,02/10/2022,18:15,27°,Nhiều mây,25°/30°,83%,10 km,0.58 km/giờ,24 °C,0,Tốt
Cà Mau,02/10/2022,18:15,25°,Nhiều mây,24°/32°,92%,10 km,1.52 km/giờ,24 °C,0,Tốt
